Dzien	Samochod	Czas	Trasa
12.11.2022	MSO231	164	60
12.11.2022	MSO023	58	29
12.11.2022	MSO023	162	55
12.11.2022	MSO231	172	152
12.11.2022	MSO671	189	166
12.11.2022	MSO023	153	91
12.11.2022	MSO671	88	44
12.11.2022	MSO671	174	112
12.11.2022	MSO671	148	77
12.11.2022	MSO671	139	101
13.11.2022	MSO023	170	147
13.11.2022	MSO671	164	72
13.11.2022	MSO671	77	26
13.11.2022	MSO231	159	59
13.11.2022	MSO121	181	62
13.11.2022	MSO121	24	6
13.11.2022	MSO231	17	4
13.11.2022	MSO121	178	171
13.11.2022	MSO023	127	51
13.11.2022	MSO023	133	62
13.11.2022	MSO671	71	36
13.11.2022	MSO671	184	86
13.11.2022	MSO023	185	92
14.11.2022	MSO671	176	160
14.11.2022	MSO671	25	6
14.11.2022	MSO023	90	23
14.11.2022	MSO671	66	17
14.11.2022	MSO671	154	112
14.11.2022	MSO671	90	23
14.11.2022	MSO671	18	6
14.11.2022	MSO121	56	19
15.11.2022	MSO671	155	119
15.11.2022	MSO023	24	6
15.11.2022	MSO231	174	59
15.11.2022	MSO231	149	60
15.11.2022	MSO023	72	24
15.11.2022	MSO671	88	29
15.11.2022	MSO121	61	15
15.11.2022	MSO023	26	9
15.11.2022	MSO255	98	49
15.11.2022	MSO671	135	56
16.11.2022	MSO671	195	68
16.11.2022	MSO023	47	24
16.11.2022	MSO671	47	12
16.11.2022	MSO023	86	43
16.11.2022	MSO671	91	30
16.11.2022	MSO231	67	22
16.11.2022	MSO121	63	21
16.11.2022	MSO231	198	101
16.11.2022	MSO023	47	24
16.11.2022	MSO023	67	34
16.11.2022	MSO231	174	144
17.11.2022	MSO671	155	57
17.11.2022	MSO023	83	28
17.11.2022	MSO231	178	64
17.11.2022	MSO671	155	85
17.11.2022	MSO671	40	13
17.11.2022	MSO255	113	39
17.11.2022	MSO671	48	16
17.11.2022	MSO671	88	22
17.11.2022	MSO671	89	30
17.11.2022	MSO023	189	86
17.11.2022	MSO671	113	39
17.11.2022	MSO671	169	163
17.11.2022	MSO231	67	17
17.11.2022	MSO023	14	7
17.11.2022	MSO023	96	24
17.11.2022	MSO671	187	98
17.11.2022	MSO121	151	81
17.11.2022	MSO671	45	15
17.11.2022	MSO231	70	23
17.11.2022	MSO671	80	27
17.11.2022	MSO023	116	59
17.11.2022	MSO231	18	9
18.11.2022	MSO023	176	60
18.11.2022	MSO671	17	4
18.11.2022	MSO671	140	102
18.11.2022	MSO023	45	23
18.11.2022	MSO671	104	51
18.11.2022	MSO121	34	9
18.11.2022	MSO121	141	62
18.11.2022	MSO023	20	7
18.11.2022	MSO023	44	22
18.11.2022	MSO121	61	31
18.11.2022	MSO023	200	70
18.11.2022	MSO231	164	74
19.11.2022	MSO671	145	56
19.11.2022	MSO671	14	7
19.11.2022	MSO671	176	66
19.11.2022	MSO671	89	45
19.11.2022	MSO671	83	42
19.11.2022	MSO023	183	93
19.11.2022	MSO671	92	23
19.11.2022	MSO023	36	18
19.11.2022	MSO671	11	6
19.11.2022	MSO671	44	15
19.11.2022	MSO671	34	17
19.11.2022	MSO023	118	50
19.11.2022	MSO121	166	97
19.11.2022	MSO671	43	11
19.11.2022	MSO671	175	78
19.11.2022	MSO023	92	31
20.11.2022	MSO023	103	91
20.11.2022	MSO671	162	60
20.11.2022	MSO671	11	3
20.11.2022	MSO023	168	76
20.11.2022	MSO231	99	33
20.11.2022	MSO231	45	11
20.11.2022	MSO671	180	144
20.11.2022	MSO231	119	92
20.11.2022	MSO121	177	79
20.11.2022	MSO671	102	45
20.11.2022	MSO671	192	132
20.11.2022	MSO671	129	89
20.11.2022	MSO231	175	68
20.11.2022	MSO231	156	64
20.11.2022	MSO023	94	24
20.11.2022	MSO023	194	67
20.11.2022	MSO255	180	77
20.11.2022	MSO121	12	6
20.11.2022	MSO023	97	32
20.11.2022	MSO671	59	20
20.11.2022	MSO671	51	17
20.11.2022	MSO231	122	59
20.11.2022	MSO255	18	9
21.11.2022	MSO121	28	14
21.11.2022	MSO671	91	46
21.11.2022	MSO671	75	25
21.11.2022	MSO121	136	50
21.11.2022	MSO671	133	49
21.11.2022	MSO023	21	11
21.11.2022	MSO023	92	31
21.11.2022	MSO671	74	19
21.11.2022	MSO121	132	56
21.11.2022	MSO023	141	84
21.11.2022	MSO121	52	26
21.11.2022	MSO231	191	107
21.11.2022	MSO671	84	28
21.11.2022	MSO255	110	51
21.11.2022	MSO121	152	151
21.11.2022	MSO023	171	60
21.11.2022	MSO671	91	30
22.11.2022	MSO121	24	12
22.11.2022	MSO671	90	23
22.11.2022	MSO231	164	55
22.11.2022	MSO671	134	69
22.11.2022	MSO671	86	29
22.11.2022	MSO231	89	22
22.11.2022	MSO121	196	130
22.11.2022	MSO671	183	118
22.11.2022	MSO671	62	31
22.11.2022	MSO231	160	135
22.11.2022	MSO255	112	64
23.11.2022	MSO023	66	17
23.11.2022	MSO231	89	22
23.11.2022	MSO671	86	22
23.11.2022	MSO023	190	134
23.11.2022	MSO671	188	107
23.11.2022	MSO121	94	24
23.11.2022	MSO671	174	148
23.11.2022	MSO671	34	17
23.11.2022	MSO231	74	25
24.11.2022	MSO023	60	20
24.11.2022	MSO231	118	57
24.11.2022	MSO671	29	7
24.11.2022	MSO671	177	69
24.11.2022	MSO231	13	3
24.11.2022	MSO671	129	77
24.11.2022	MSO121	32	8
24.11.2022	MSO231	82	21
24.11.2022	MSO671	19	10
24.11.2022	MSO671	167	69
24.11.2022	MSO671	156	73
24.11.2022	MSO023	27	14
24.11.2022	MSO231	104	43
25.11.2022	MSO231	180	82
25.11.2022	MSO671	67	34
25.11.2022	MSO121	73	18
25.11.2022	MSO121	151	120
25.11.2022	MSO023	85	28
25.11.2022	MSO231	124	63
25.11.2022	MSO671	95	32
25.11.2022	MSO231	35	18
25.11.2022	MSO671	110	39
25.11.2022	MSO023	176	91
25.11.2022	MSO671	160	74
25.11.2022	MSO231	195	94
25.11.2022	MSO023	97	24
25.11.2022	MSO121	177	61
25.11.2022	MSO255	53	18
25.11.2022	MSO121	33	11
25.11.2022	MSO671	103	66
26.11.2022	MSO023	192	126
26.11.2022	MSO023	189	76
26.11.2022	MSO023	191	97
26.11.2022	MSO023	151	67
26.11.2022	MSO671	75	38
26.11.2022	MSO671	171	169
26.11.2022	MSO671	135	60
26.11.2022	MSO671	100	50
26.11.2022	MSO121	48	12
26.11.2022	MSO231	53	13
26.11.2022	MSO671	61	31
26.11.2022	MSO121	11	6
26.11.2022	MSO671	120	45
27.11.2022	MSO255	31	16
27.11.2022	MSO023	161	66
27.11.2022	MSO023	30	8
27.11.2022	MSO671	80	40
27.11.2022	MSO671	66	22
27.11.2022	MSO231	20	7
27.11.2022	MSO231	45	15
27.11.2022	MSO023	96	48
27.11.2022	MSO023	32	16
27.11.2022	MSO023	27	9
27.11.2022	MSO121	127	63
27.11.2022	MSO671	49	25
27.11.2022	MSO023	174	64
27.11.2022	MSO671	84	21
27.11.2022	MSO671	130	68
27.11.2022	MSO023	135	73
27.11.2022	MSO671	26	7
27.11.2022	MSO671	150	54
27.11.2022	MSO231	122	47
27.11.2022	MSO023	112	61
28.11.2022	MSO121	166	68
28.11.2022	MSO671	70	18
28.11.2022	MSO231	49	16
28.11.2022	MSO671	65	16
28.11.2022	MSO671	105	75
28.11.2022	MSO231	124	57
28.11.2022	MSO231	119	47
28.11.2022	MSO023	42	11
28.11.2022	MSO671	44	15
29.11.2022	MSO121	64	21
29.11.2022	MSO121	104	73
29.11.2022	MSO023	41	10
29.11.2022	MSO231	165	97
29.11.2022	MSO231	93	47
29.11.2022	MSO231	95	32
29.11.2022	MSO671	109	58
29.11.2022	MSO671	103	43
29.11.2022	MSO121	108	105
30.11.2022	MSO255	181	88
30.11.2022	MSO671	190	67
30.11.2022	MSO121	190	65
30.11.2022	MSO671	26	9
30.11.2022	MSO231	81	41
30.11.2022	MSO671	60	30
30.11.2022	MSO231	98	33
30.11.2022	MSO231	85	28
30.11.2022	MSO121	142	98
30.11.2022	MSO671	123	66
30.11.2022	MSO671	89	22
30.11.2022	MSO023	112	66
30.11.2022	MSO671	55	28
01.12.2022	MSO231	39	10
01.12.2022	MSO121	40	13
01.12.2022	MSO023	123	54
01.12.2022	MSO671	89	30
01.12.2022	MSO671	49	16
01.12.2022	MSO023	26	13
01.12.2022	MSO023	62	21
01.12.2022	MSO121	17	9
01.12.2022	MSO671	157	55
01.12.2022	MSO231	138	47
02.12.2022	MSO671	174	65
02.12.2022	MSO231	194	87
02.12.2022	MSO671	19	6
02.12.2022	MSO231	13	7
02.12.2022	MSO671	178	124
02.12.2022	MSO121	42	14
02.12.2022	MSO231	33	11
02.12.2022	MSO671	58	29
02.12.2022	MSO023	148	98
02.12.2022	MSO023	71	24
02.12.2022	MSO023	137	71
02.12.2022	MSO121	62	21
02.12.2022	MSO023	122	94
03.12.2022	MSO121	190	78
03.12.2022	MSO255	197	169
03.12.2022	MSO671	41	10
03.12.2022	MSO231	195	117
03.12.2022	MSO231	30	15
03.12.2022	MSO121	179	66
03.12.2022	MSO023	139	74
03.12.2022	MSO671	103	48
03.12.2022	MSO671	95	24
03.12.2022	MSO121	147	66
03.12.2022	MSO023	74	25
03.12.2022	MSO121	117	64
03.12.2022	MSO231	76	25
03.12.2022	MSO255	20	10
03.12.2022	MSO671	97	24
03.12.2022	MSO023	115	110
03.12.2022	MSO121	126	42
04.12.2022	MSO023	11	4
04.12.2022	MSO023	182	115
04.12.2022	MSO231	26	13
04.12.2022	MSO023	32	11
04.12.2022	MSO121	147	121
04.12.2022	MSO121	169	106
04.12.2022	MSO231	24	12
04.12.2022	MSO671	128	55
04.12.2022	MSO023	111	48
04.12.2022	MSO671	25	6
04.12.2022	MSO231	195	68
04.12.2022	MSO023	198	106
04.12.2022	MSO671	25	8
04.12.2022	MSO121	120	41
05.12.2022	MSO231	119	56
05.12.2022	MSO671	158	57
05.12.2022	MSO023	80	20
05.12.2022	MSO121	63	16
05.12.2022	MSO231	148	67
05.12.2022	MSO121	34	9
05.12.2022	MSO023	68	34
05.12.2022	MSO023	100	50
05.12.2022	MSO023	45	23
05.12.2022	MSO023	31	8
05.12.2022	MSO671	48	12
05.12.2022	MSO255	15	8
05.12.2022	MSO231	162	86
05.12.2022	MSO121	100	50
05.12.2022	MSO231	45	11
05.12.2022	MSO023	117	87
06.12.2022	MSO023	113	55
06.12.2022	MSO231	193	96
06.12.2022	MSO231	136	106
06.12.2022	MSO023	120	76
06.12.2022	MSO231	76	19
06.12.2022	MSO023	105	78
06.12.2022	MSO671	124	97
06.12.2022	MSO671	170	89
06.12.2022	MSO671	168	89
06.12.2022	MSO121	87	22
06.12.2022	MSO671	170	73
06.12.2022	MSO671	146	95
06.12.2022	MSO255	121	79
06.12.2022	MSO121	122	53
06.12.2022	MSO255	33	8
07.12.2022	MSO121	108	70
07.12.2022	MSO671	118	57
07.12.2022	MSO023	50	25
07.12.2022	MSO255	36	9
07.12.2022	MSO671	67	17
07.12.2022	MSO023	82	21
07.12.2022	MSO121	135	49
07.12.2022	MSO671	75	38
07.12.2022	MSO231	180	144
07.12.2022	MSO671	72	18
07.12.2022	MSO231	13	7
07.12.2022	MSO671	91	23
07.12.2022	MSO023	92	46
07.12.2022	MSO023	191	141
08.12.2022	MSO671	116	50
08.12.2022	MSO671	15	4
08.12.2022	MSO671	50	25
08.12.2022	MSO671	164	125
08.12.2022	MSO671	146	87
08.12.2022	MSO671	70	23
08.12.2022	MSO671	142	51
08.12.2022	MSO023	129	95
08.12.2022	MSO231	109	41
08.12.2022	MSO023	143	77
08.12.2022	MSO121	98	25
08.12.2022	MSO255	121	77
08.12.2022	MSO671	171	131
09.12.2022	MSO121	160	56
09.12.2022	MSO023	164	100
09.12.2022	MSO671	58	15
09.12.2022	MSO121	151	53
09.12.2022	MSO121	63	16
09.12.2022	MSO023	81	41
09.12.2022	MSO121	20	10
09.12.2022	MSO231	55	18
09.12.2022	MSO023	199	113
09.12.2022	MSO231	51	26
09.12.2022	MSO671	72	36
10.12.2022	MSO023	13	4
10.12.2022	MSO671	189	71
10.12.2022	MSO121	190	105
10.12.2022	MSO023	28	9
10.12.2022	MSO023	46	23
10.12.2022	MSO231	22	7
10.12.2022	MSO023	122	52
10.12.2022	MSO231	74	37
11.12.2022	MSO121	141	65
11.12.2022	MSO023	132	113
11.12.2022	MSO671	50	17
11.12.2022	MSO671	106	40
11.12.2022	MSO121	112	50
11.12.2022	MSO671	176	67
11.12.2022	MSO023	124	86
12.12.2022	MSO023	75	38
12.12.2022	MSO023	36	12
12.12.2022	MSO671	10	3
12.12.2022	MSO255	49	16
12.12.2022	MSO255	177	111
12.12.2022	MSO231	198	92
12.12.2022	MSO671	131	82
12.12.2022	MSO671	86	22
12.12.2022	MSO023	46	12
12.12.2022	MSO671	171	119
12.12.2022	MSO255	98	25
12.12.2022	MSO671	169	98
12.12.2022	MSO671	99	33
13.12.2022	MSO231	40	10
13.12.2022	MSO671	182	166
13.12.2022	MSO121	180	73
13.12.2022	MSO023	176	108
13.12.2022	MSO121	78	20
13.12.2022	MSO231	80	27
13.12.2022	MSO671	176	108
13.12.2022	MSO671	105	50
13.12.2022	MSO671	35	12
13.12.2022	MSO023	171	109
13.12.2022	MSO121	159	70
13.12.2022	MSO255	90	45
13.12.2022	MSO671	24	8
14.12.2022	MSO023	135	68
14.12.2022	MSO121	44	22
14.12.2022	MSO121	65	16
14.12.2022	MSO023	195	73
14.12.2022	MSO671	102	56
14.12.2022	MSO231	86	22
14.12.2022	MSO023	160	109
14.12.2022	MSO671	182	167
14.12.2022	MSO121	154	61
15.12.2022	MSO255	18	9
15.12.2022	MSO255	162	87
15.12.2022	MSO671	66	33
15.12.2022	MSO121	71	36
15.12.2022	MSO023	46	15
15.12.2022	MSO671	121	56
15.12.2022	MSO231	74	25
15.12.2022	MSO231	166	155
15.12.2022	MSO023	64	21
15.12.2022	MSO671	30	10
15.12.2022	MSO121	113	79
16.12.2022	MSO023	64	21
16.12.2022	MSO231	155	79
16.12.2022	MSO671	25	8
16.12.2022	MSO671	152	58
16.12.2022	MSO023	143	83
16.12.2022	MSO231	68	34
16.12.2022	MSO023	96	32
16.12.2022	MSO231	38	19
16.12.2022	MSO023	10	3
16.12.2022	MSO231	93	23
16.12.2022	MSO121	140	50
16.12.2022	MSO023	158	97
16.12.2022	MSO023	199	136
17.12.2022	MSO671	10	5
17.12.2022	MSO121	92	31
17.12.2022	MSO671	42	21
17.12.2022	MSO231	187	157
17.12.2022	MSO671	33	17
17.12.2022	MSO671	185	70
17.12.2022	MSO121	186	152
17.12.2022	MSO231	125	103
17.12.2022	MSO023	102	87
17.12.2022	MSO671	114	41
17.12.2022	MSO671	12	6
18.12.2022	MSO023	126	45
18.12.2022	MSO671	186	99
18.12.2022	MSO671	93	23
18.12.2022	MSO671	146	51
18.12.2022	MSO023	143	60
18.12.2022	MSO671	42	11
18.12.2022	MSO023	158	77
18.12.2022	MSO255	126	111
18.12.2022	MSO023	63	16
18.12.2022	MSO023	122	61
19.12.2022	MSO231	93	23
19.12.2022	MSO121	200	84
19.12.2022	MSO671	63	32
19.12.2022	MSO671	80	20
19.12.2022	MSO231	81	20
19.12.2022	MSO671	124	49
19.12.2022	MSO023	73	37
19.12.2022	MSO231	95	32
19.12.2022	MSO231	118	45
19.12.2022	MSO023	176	104
19.12.2022	MSO231	67	34
19.12.2022	MSO671	65	16
19.12.2022	MSO671	182	163
19.12.2022	MSO023	134	85
20.12.2022	MSO023	190	69
20.12.2022	MSO671	107	97
20.12.2022	MSO231	78	39
20.12.2022	MSO231	140	91
20.12.2022	MSO023	35	18
20.12.2022	MSO121	198	162
20.12.2022	MSO255	66	22
20.12.2022	MSO023	83	28
20.12.2022	MSO671	109	39
20.12.2022	MSO671	195	84
20.12.2022	MSO023	158	63
20.12.2022	MSO671	150	105
20.12.2022	MSO121	133	53
21.12.2022	MSO671	32	11
21.12.2022	MSO671	174	134
21.12.2022	MSO671	116	75
21.12.2022	MSO121	102	65
21.12.2022	MSO121	142	53
21.12.2022	MSO231	22	6
21.12.2022	MSO255	16	4
21.12.2022	MSO231	189	78
21.12.2022	MSO231	101	35
21.12.2022	MSO121	180	180
21.12.2022	MSO231	148	65
22.12.2022	MSO121	183	117
22.12.2022	MSO671	118	55
22.12.2022	MSO023	150	72
22.12.2022	MSO231	77	19
22.12.2022	MSO023	26	13
22.12.2022	MSO255	27	9
22.12.2022	MSO231	200	82
23.12.2022	MSO231	11	6
23.12.2022	MSO671	99	25
23.12.2022	MSO671	102	41
23.12.2022	MSO671	76	25
23.12.2022	MSO121	139	47
23.12.2022	MSO671	150	53
23.12.2022	MSO671	52	17
23.12.2022	MSO023	53	27
23.12.2022	MSO023	126	55
23.12.2022	MSO023	144	50
23.12.2022	MSO023	172	98
23.12.2022	MSO671	192	131
23.12.2022	MSO255	46	15
23.12.2022	MSO231	98	33
23.12.2022	MSO231	185	63
23.12.2022	MSO671	113	69
24.12.2022	MSO255	181	73
24.12.2022	MSO121	135	95
24.12.2022	MSO671	167	118
24.12.2022	MSO023	102	77
24.12.2022	MSO121	103	51
24.12.2022	MSO671	68	34
24.12.2022	MSO231	180	90
24.12.2022	MSO023	98	25
24.12.2022	MSO023	69	23
24.12.2022	MSO671	15	4
24.12.2022	MSO023	112	67
24.12.2022	MSO671	37	9
25.12.2022	MSO023	30	10
25.12.2022	MSO231	134	102
25.12.2022	MSO671	58	19
25.12.2022	MSO671	105	83
25.12.2022	MSO231	17	4
25.12.2022	MSO023	143	125
25.12.2022	MSO671	99	33
25.12.2022	MSO023	104	71
25.12.2022	MSO231	149	72
25.12.2022	MSO231	32	11
25.12.2022	MSO023	189	118
25.12.2022	MSO671	164	61
25.12.2022	MSO231	97	49
26.12.2022	MSO231	89	22
26.12.2022	MSO121	165	105
26.12.2022	MSO023	34	9
26.12.2022	MSO231	157	59
26.12.2022	MSO121	164	55
26.12.2022	MSO671	117	66
26.12.2022	MSO671	172	95
26.12.2022	MSO023	153	106
26.12.2022	MSO671	90	23
26.12.2022	MSO671	154	106
26.12.2022	MSO121	163	62
26.12.2022	MSO671	174	113
26.12.2022	MSO023	164	68
27.12.2022	MSO671	83	21
27.12.2022	MSO023	90	23
27.12.2022	MSO671	139	51
27.12.2022	MSO121	195	115
27.12.2022	MSO671	160	104
27.12.2022	MSO121	54	27
27.12.2022	MSO231	27	7
27.12.2022	MSO121	123	52
27.12.2022	MSO671	114	82
27.12.2022	MSO671	87	44
27.12.2022	MSO023	121	42
27.12.2022	MSO023	172	58
27.12.2022	MSO671	86	43
27.12.2022	MSO671	67	17
27.12.2022	MSO023	143	61
28.12.2022	MSO671	120	52
28.12.2022	MSO231	54	27
28.12.2022	MSO671	124	45
28.12.2022	MSO671	184	88
28.12.2022	MSO231	164	55
28.12.2022	MSO231	91	30
29.12.2022	MSO023	83	42
29.12.2022	MSO671	130	54
29.12.2022	MSO671	120	96
29.12.2022	MSO671	170	88
29.12.2022	MSO231	126	49
29.12.2022	MSO255	128	92
29.12.2022	MSO121	44	11
29.12.2022	MSO671	174	67
29.12.2022	MSO121	70	35
29.12.2022	MSO671	64	16
29.12.2022	MSO023	28	7
29.12.2022	MSO671	177	111
29.12.2022	MSO255	114	101
29.12.2022	MSO671	102	50
29.12.2022	MSO023	61	15
29.12.2022	MSO231	23	8
29.12.2022	MSO671	115	62
29.12.2022	MSO671	193	149
29.12.2022	MSO023	182	69
30.12.2022	MSO671	78	26
30.12.2022	MSO255	145	58
30.12.2022	MSO121	21	11
30.12.2022	MSO023	182	68
30.12.2022	MSO671	196	126
30.12.2022	MSO231	59	15
30.12.2022	MSO231	82	41
30.12.2022	MSO671	57	14
30.12.2022	MSO671	74	25
30.12.2022	MSO231	157	54
31.12.2022	MSO671	86	43
31.12.2022	MSO671	56	28
31.12.2022	MSO671	127	84
31.12.2022	MSO231	105	46
31.12.2022	MSO023	15	5
31.12.2022	MSO121	197	84
31.12.2022	MSO121	71	36
31.12.2022	MSO231	40	13
31.12.2022	MSO121	132	106
31.12.2022	MSO231	13	7
31.12.2022	MSO231	34	11
31.12.2022	MSO671	147	135
31.12.2022	MSO231	153	102
